,primary_key,location_code,location,plastics_polymer,plastics_applications,total_waste,total_use
1135,CAN1BioplasticsOther,CAN1,Canada,Bioplastics,Other,0.004364999,0.004426
1136,"CAN1ABS, ASA, SANOther",CAN1,Canada,"ABS, ASA, SAN",Other,0.012553275,0.012975
1138,CAN1OtherPackaging,CAN1,Canada,Other,Packaging,0.029714143,0.029678
1139,"CAN1LDPE, LLDPEPackaging",CAN1,Canada,"LDPE, LLDPE",Packaging,0.638839313,0.645642
1140,CAN1HDPEPackaging,CAN1,Canada,HDPE,Packaging,0.555581626,0.561437
1141,CAN1PPPackaging,CAN1,Canada,PP,Packaging,0.62367436,0.630416
1142,CAN1PSPackaging,CAN1,Canada,PS,Packaging,0.11421821,0.114662
1143,CAN1PVCPackaging,CAN1,Canada,PVC,Packaging,0.069333267,0.069813
1144,CAN1PETPackaging,CAN1,Canada,PET,Packaging,0.426274092,0.4307
1145,CAN1PURPackaging,CAN1,Canada,PUR,Packaging,0.006476749,0.00647
1146,CAN1BioplasticsPackaging,CAN1,Canada,Bioplastics,Packaging,0.02463529,0.024719
1148,CAN1OtherConsumer & institutional Products,CAN1,Canada,Other,Consumer & institutional Products,0.066572881,0.069854
1149,"CAN1LDPE, LLDPEConsumer & institutional Products",CAN1,Canada,"LDPE, LLDPE",Consumer & institutional Products,0.126123251,0.134035
1150,CAN1HDPEConsumer & institutional Products,CAN1,Canada,HDPE,Consumer & institutional Products,0.087601105,0.093382
1151,CAN1PPConsumer & institutional Products,CAN1,Canada,PP,Consumer & institutional Products,0.255148635,0.271077
1152,CAN1PSConsumer & institutional Products,CAN1,Canada,PS,Consumer & institutional Products,0.083251061,0.087794
1153,CAN1PVCConsumer & institutional Products,CAN1,Canada,PVC,Consumer & institutional Products,0.039472747,0.041753
1154,CAN1PURConsumer & institutional Products,CAN1,Canada,PUR,Consumer & institutional Products,0.035445958,0.037192
1155,CAN1BioplasticsConsumer & institutional Products,CAN1,Canada,Bioplastics,Consumer & institutional Products,0.002707878,0.002855
1156,"CAN1ABS, ASA, SANConsumer & institutional Products",CAN1,Canada,"ABS, ASA, SAN",Consumer & institutional Products,0.06731117,0.070626
1158,CAN1OtherBuilding & construction,CAN1,Canada,Other,Building & construction,0.045138881,0.117724
1159,"CAN1LDPE, LLDPEBuilding & construction",CAN1,Canada,"LDPE, LLDPE",Building & construction,0.014036152,0.040734
1160,CAN1HDPEBuilding & construction,CAN1,Canada,HDPE,Building & construction,0.042497026,0.128419
1161,CAN1PPBuilding & construction,CAN1,Canada,PP,Building & construction,0.022787574,0.065146
1162,CAN1PSBuilding & construction,CAN1,Canada,PS,Building & construction,0.028325593,0.074485
1163,CAN1PVCBuilding & construction,CAN1,Canada,PVC,Building & construction,0.154796327,0.430336
1164,CAN1PURBuilding & construction,CAN1,Canada,PUR,Building & construction,0.024191931,0.062691
1165,CAN1BioplasticsBuilding & construction,CAN1,Canada,Bioplastics,Building & construction,0.000433126,0.001138
1166,"CAN1ABS, ASA, SANBuilding & construction",CAN1,Canada,"ABS, ASA, SAN",Building & construction,0.001297411,0.003359
1168,CAN1OtherElectrical/electronics,CAN1,Canada,Other,Electrical/electronics,0.089394895,0.091623
1169,"CAN1LDPE, LLDPEElectrical/electronics",CAN1,Canada,"LDPE, LLDPE",Electrical/electronics,0.023652487,0.024538
1170,CAN1HDPEElectrical/electronics,CAN1,Canada,HDPE,Electrical/electronics,0.007151487,0.007432
1171,CAN1PPElectrical/electronics,CAN1,Canada,PP,Electrical/electronics,0.055147691,0.05725
1172,CAN1PSElectrical/electronics,CAN1,Canada,PS,Electrical/electronics,0.0266203,0.027418
1173,CAN1PVCElectrical/electronics,CAN1,Canada,PVC,Electrical/electronics,0.022834728,0.023609
1174,CAN1PURElectrical/electronics,CAN1,Canada,PUR,Electrical/electronics,0.014174992,0.014528
1175,CAN1BioplasticsElectrical/electronics,CAN1,Canada,Bioplastics,Electrical/electronics,0.000743709,0.000766
1176,"CAN1ABS, ASA, SANElectrical/electronics",CAN1,Canada,"ABS, ASA, SAN",Electrical/electronics,0.039689081,0.040678
1178,CAN1OtherTransportation - other,CAN1,Canada,Other,Transportation - other,0.390421366,0.457229
1179,"CAN1LDPE, LLDPETransportation - other",CAN1,Canada,"LDPE, LLDPE",Transportation - other,0.00692177,0.008221
1180,CAN1HDPETransportation - other,CAN1,Canada,HDPE,Transportation - other,0.031324697,0.037303
1181,CAN1PPTransportation - other,CAN1,Canada,PP,Transportation - other,0.144074171,0.170528
1182,CAN1PVCTransportation - other,CAN1,Canada,PVC,Transportation - other,0.019889752,0.023455
1183,CAN1PURTransportation - other,CAN1,Canada,PUR,Transportation - other,0.047034886,0.05507
1184,CAN1FibresTransportation - other,CAN1,Canada,Fibres,Transportation - other,0.083609188,0.097892
1185,CAN1BioplasticsTransportation - other,CAN1,Canada,Bioplastics,Transportation - other,0.002276086,0.002673
1186,"CAN1ABS, ASA, SANTransportation - other",CAN1,Canada,"ABS, ASA, SAN",Transportation - other,0.020537185,0.024045
1188,CAN1Marine coatingsMarine coatings,CAN1,Canada,Marine coatings,Marine coatings,0.00958061,0.009828
1190,"CAN1LDPE, LLDPEIndustrial/machinery",CAN1,Canada,"LDPE, LLDPE",Industrial/machinery,0.007535346,0.011113
1191,CAN1HDPEIndustrial/machinery,CAN1,Canada,HDPE,Industrial/machinery,0.007066418,0.010772
1192,CAN1PPIndustrial/machinery,CAN1,Canada,PP,Industrial/machinery,0.010374028,0.015115
1193,CAN1PURIndustrial/machinery,CAN1,Canada,PUR,Industrial/machinery,0.009981904,0.013456
1195,CAN1HDPEPersonal care products,CAN1,Canada,HDPE,Personal care products,0.0002526,0.000254
1196,CAN1PPPersonal care products,CAN1,Canada,PP,Personal care products,6.519e-06,7e-06
1198,CAN1FibresTextile sector - clothing,CAN1,Canada,Fibres,Textile sector - clothing,0.459363157,0.48769
1199,CAN1BioplasticsTextile sector - clothing,CAN1,Canada,Bioplastics,Textile sector - clothing,0.004211598,0.004477
1201,CAN1FibresTextile sector - others,CAN1,Canada,Fibres,Textile sector - others,0.251120277,0.266282
1203,CAN1Road marking coatingsRoad marking,CAN1,Canada,Road marking coatings,Road marking,0.008871901,0.009707
1205,CAN1Elastomers (tyres)Transportation - tyres,CAN1,Canada,Elastomers (tyres),Transportation - tyres,0.124102178,0.134995
1222,CHN1OtherOther,CHN1,China,Other,Other,5.161482845,6.342736
1223,"CHN1LDPE, LLDPEOther",CHN1,China,"LDPE, LLDPE",Other,0.895942875,1.150969
1224,CHN1HDPEOther,CHN1,China,HDPE,Other,0.672558606,0.868792
1225,CHN1PSOther,CHN1,China,PS,Other,0.311387582,0.385078
1226,CHN1PVCOther,CHN1,China,PVC,Other,1.070140059,1.347723
1227,CHN1PUROther,CHN1,China,PUR,Other,0.861550633,1.049452
1228,CHN1FibresOther,CHN1,China,Fibres,Other,1.73814698,2.132628
1229,CHN1BioplasticsOther,CHN1,China,Bioplastics,Other,0.041311532,0.050597
1230,"CHN1ABS, ASA, SANOther",CHN1,China,"ABS, ASA, SAN",Other,0.118604149,0.144974
1232,CHN1OtherPackaging,CHN1,China,Other,Packaging,0.328659776,0.330178
1233,"CHN1LDPE, LLDPEPackaging",CHN1,China,"LDPE, LLDPE",Packaging,7.189437099,7.218645
1234,CHN1HDPEPackaging,CHN1,China,HDPE,Packaging,6.88071476,6.898125
1235,CHN1PPPackaging,CHN1,China,PP,Packaging,7.6415772,7.662625
1236,CHN1PSPackaging,CHN1,China,PS,Packaging,1.250682939,1.253537
1237,CHN1PVCPackaging,CHN1,China,PVC,Packaging,0.759024066,0.762566
1238,CHN1PETPackaging,CHN1,China,PET,Packaging,5.237851879,5.252116
1239,CHN1PURPackaging,CHN1,China,PUR,Packaging,0.070468854,0.070673
1240,CHN1BioplasticsPackaging,CHN1,China,Bioplastics,Packaging,0.268597272,0.270001
1242,CHN1OtherConsumer & institutional Products,CHN1,China,Other,Consumer & institutional Products,0.698473476,0.786477
1243,"CHN1LDPE, LLDPEConsumer & institutional Products",CHN1,China,"LDPE, LLDPE",Consumer & institutional Products,1.345606689,1.515682
1244,CHN1HDPEConsumer & institutional Products,CHN1,China,HDPE,Consumer & institutional Products,0.966375206,1.094172
1245,CHN1PPConsumer & institutional Products,CHN1,China,PP,Consumer & institutional Products,2.933757367,3.312263
1246,CHN1PSConsumer & institutional Products,CHN1,China,PS,Consumer & institutional Products,0.878455756,0.988501
1247,CHN1PVCConsumer & institutional Products,CHN1,China,PVC,Consumer & institutional Products,0.416607879,0.469942
1248,CHN1PURConsumer & institutional Products,CHN1,China,PUR,Consumer & institutional Products,0.372013535,0.41888
1249,CHN1BioplasticsConsumer & institutional Products,CHN1,China,Bioplastics,Consumer & institutional Products,0.028463502,0.032131
1250,"CHN1ABS, ASA, SANConsumer & institutional Products",CHN1,China,"ABS, ASA, SAN",Consumer & institutional Products,0.706014981,0.794909
1252,CHN1OtherBuilding & construction,CHN1,China,Other,Building & construction,0.098828176,2.143202
1253,"CHN1LDPE, LLDPEBuilding & construction",CHN1,China,"LDPE, LLDPE",Building & construction,0.031194082,0.68764
1254,CHN1HDPEBuilding & construction,CHN1,China,HDPE,Building & construction,0.093856802,2.077706
1255,CHN1PPBuilding & construction,CHN1,China,PP,Building & construction,0.05074763,1.116328
1256,CHN1PSBuilding & construction,CHN1,China,PS,Building & construction,0.062794935,1.356254
1257,CHN1PVCBuilding & construction,CHN1,China,PVC,Building & construction,0.336570422,7.500648
1258,CHN1PURBuilding & construction,CHN1,China,PUR,Building & construction,0.052994124,1.147081
1259,CHN1BioplasticsBuilding & construction,CHN1,China,Bioplastics,Building & construction,0.000928328,0.020834
1260,"CHN1ABS, ASA, SANBuilding & construction",CHN1,China,"ABS, ASA, SAN",Building & construction,0.002842223,0.061499
1262,CHN1OtherElectrical/electronics,CHN1,China,Other,Electrical/electronics,0.761061159,1.117708
1263,"CHN1LDPE, LLDPEElectrical/electronics",CHN1,China,"LDPE, LLDPE",Electrical/electronics,0.209279019,0.310763
1264,CHN1HDPEElectrical/electronics,CHN1,China,HDPE,Electrical/electronics,0.066762648,0.101526
1265,CHN1PPElectrical/electronics,CHN1,China,PP,Electrical/electronics,0.490143055,0.729918
1266,CHN1PSElectrical/electronics,CHN1,China,PS,Electrical/electronics,0.227923104,0.334487
1267,CHN1PVCElectrical/electronics,CHN1,China,PVC,Electrical/electronics,0.194904464,0.28689
1268,CHN1PURElectrical/electronics,CHN1,China,PUR,Electrical/electronics,0.120434849,0.176706
1269,CHN1BioplasticsElectrical/electronics,CHN1,China,Bioplastics,Electrical/electronics,0.006323304,0.009312
1270,"CHN1ABS, ASA, SANElectrical/electronics",CHN1,China,"ABS, ASA, SAN",Electrical/electronics,0.337209945,0.494765
1272,CHN1OtherTransportation - other,CHN1,China,Other,Transportation - other,2.527009083,5.407167
1273,"CHN1LDPE, LLDPETransportation - other",CHN1,China,"LDPE, LLDPE",Transportation - other,0.045606622,0.09836
1274,CHN1HDPETransportation - other,CHN1,China,HDPE,Transportation - other,0.206737038,0.447909
1275,CHN1PPTransportation - other,CHN1,China,PP,Transportation - other,0.943067559,2.01474
1276,CHN1PVCTransportation - other,CHN1,China,PVC,Transportation - other,0.129245578,0.277119
1277,CHN1PURTransportation - other,CHN1,China,PUR,Transportation - other,0.304284218,0.650631
1278,CHN1FibresTransportation - other,CHN1,China,Fibres,Transportation - other,0.540895463,1.156562
1279,CHN1BioplasticsTransportation - other,CHN1,China,Bioplastics,Transportation - other,0.014696759,0.031579
1280,"CHN1ABS, ASA, SANTransportation - other",CHN1,China,"ABS, ASA, SAN",Transportation - other,0.132861836,0.28409
1282,CHN1Marine coatingsMarine coatings,CHN1,China,Marine coatings,Marine coatings,0.071422694,0.087643
1284,"CHN1LDPE, LLDPEIndustrial/machinery",CHN1,China,"LDPE, LLDPE",Industrial/machinery,0.0359829,0.146321
1285,CHN1HDPEIndustrial/machinery,CHN1,China,HDPE,Industrial/machinery,0.033098145,0.137596
1286,CHN1PPIndustrial/machinery,CHN1,China,PP,Industrial/machinery,0.049925765,0.201741
1287,CHN1PURIndustrial/machinery,CHN1,China,PUR,Industrial/machinery,0.048246614,0.183055
1289,CHN1HDPEPersonal care products,CHN1,China,HDPE,Personal care products,0.003889475,0.003893
1290,CHN1PPPersonal care products,CHN1,China,PP,Personal care products,0.000100385,0.0001
1292,CHN1FibresTextile sector - clothing,CHN1,China,Fibres,Textile sector - clothing,4.968637858,5.961725
1293,CHN1BioplasticsTextile sector - clothing,CHN1,China,Bioplastics,Textile sector - clothing,0.043562425,0.0518
1295,CHN1FibresTextile sector - others,CHN1,China,Fibres,Textile sector - others,2.566361386,3.079042
1297,CHN1Road marking coatingsRoad marking,CHN1,China,Road marking coatings,Road marking,0.09843559,0.123329
1299,CHN1Elastomers (tyres)Transportation - tyres,CHN1,China,Elastomers (tyres),Transportation - tyres,0.685832028,1.384058
1316,IND1OtherOther,IND1,India,Other,Other,1.125413534,1.551865
1317,"IND1LDPE, LLDPEOther",IND1,India,"LDPE, LLDPE",Other,0.184712574,0.264436
1318,IND1HDPEOther,IND1,India,HDPE,Other,0.137553149,0.207987
1319,IND1PSOther,IND1,India,PS,Other,0.067714537,0.097977
1320,IND1PVCOther,IND1,India,PVC,Other,0.232415872,0.334774
1321,IND1PUROther,IND1,India,PUR,Other,0.189117734,0.265668
1322,IND1FibresOther,IND1,India,Fibres,Other,0.3816527,0.529879
1323,IND1BioplasticsOther,IND1,India,Bioplastics,Other,0.009059077,0.012877
1324,"IND1ABS, ASA, SANOther",IND1,India,"ABS, ASA, SAN",Other,0.026037859,0.035709
1326,IND1OtherPackaging,IND1,India,Other,Packaging,0.083504515,0.084198
1327,"IND1LDPE, LLDPEPackaging",IND1,India,"LDPE, LLDPE",Packaging,1.839058174,1.843166
1328,IND1HDPEPackaging,IND1,India,HDPE,Packaging,1.686113832,1.681848
1329,IND1PPPackaging,IND1,India,PP,Packaging,1.951409244,1.948092
1330,IND1PSPackaging,IND1,India,PS,Packaging,0.298896723,0.300983
1331,IND1PVCPackaging,IND1,India,PVC,Packaging,0.185289541,0.18311
1332,IND1PETPackaging,IND1,India,PET,Packaging,1.294758217,1.29177
1333,IND1PURPackaging,IND1,India,PUR,Packaging,0.016911456,0.01697
1334,IND1BioplasticsPackaging,IND1,India,Bioplastics,Packaging,0.06435067,0.064834
1336,IND1OtherConsumer & institutional Products,IND1,India,Other,Consumer & institutional Products,0.184076068,0.230839
1337,"IND1LDPE, LLDPEConsumer & institutional Products",IND1,India,"LDPE, LLDPE",Consumer & institutional Products,0.356089765,0.444317
1338,IND1HDPEConsumer & institutional Products,IND1,India,HDPE,Consumer & institutional Products,0.256134812,0.322044
1339,IND1PPConsumer & institutional Products,IND1,India,PP,Consumer & institutional Products,0.804664982,1.009453
1340,IND1PSConsumer & institutional Products,IND1,India,PS,Consumer & institutional Products,0.230573538,0.290122
1341,IND1PVCConsumer & institutional Products,IND1,India,PVC,Consumer & institutional Products,0.111648881,0.137946
1342,IND1PURConsumer & institutional Products,IND1,India,PUR,Consumer & institutional Products,0.098069078,0.122982
1343,IND1BioplasticsConsumer & institutional Products,IND1,India,Bioplastics,Consumer & institutional Products,0.007492788,0.009432
1344,"IND1ABS, ASA, SANConsumer & institutional Products",IND1,India,"ABS, ASA, SAN",Consumer & institutional Products,0.186086683,0.233336
1346,IND1OtherBuilding & construction,IND1,India,Other,Building & construction,0.020296654,0.546293
1347,"IND1LDPE, LLDPEBuilding & construction",IND1,India,"LDPE, LLDPE",Building & construction,0.006755017,0.173384
1348,IND1HDPEBuilding & construction,IND1,India,HDPE,Building & construction,0.020330592,0.524173
1349,IND1PPBuilding & construction,IND1,India,PP,Building & construction,0.010992713,0.282061
1350,IND1PSBuilding & construction,IND1,India,PS,Building & construction,0.012421553,0.345642
1351,IND1PVCBuilding & construction,IND1,India,PVC,Building & construction,0.080303864,1.900079
1352,IND1PURBuilding & construction,IND1,India,PUR,Building & construction,0.010887224,0.292807
1353,IND1BioplasticsBuilding & construction,IND1,India,Bioplastics,Building & construction,0.000190235,0.005319
1354,"IND1ABS, ASA, SANBuilding & construction",IND1,India,"ABS, ASA, SAN",Building & construction,0.000583948,0.015702
1356,IND1OtherElectrical/electronics,IND1,India,Other,Electrical/electronics,0.180946005,0.36786
1357,"IND1LDPE, LLDPEElectrical/electronics",IND1,India,"LDPE, LLDPE",Electrical/electronics,0.049945965,0.102761
1358,IND1HDPEElectrical/electronics,IND1,India,HDPE,Electrical/electronics,0.015763445,0.033774
1359,IND1PPElectrical/electronics,IND1,India,PP,Electrical/electronics,0.116757896,0.241244
1360,IND1PSElectrical/electronics,IND1,India,PS,Electrical/electronics,0.053903658,0.110078
1361,IND1PVCElectrical/electronics,IND1,India,PVC,Electrical/electronics,0.047290327,0.09411
1362,IND1PURElectrical/electronics,IND1,India,PUR,Electrical/electronics,0.028643002,0.058138
1363,IND1BioplasticsElectrical/electronics,IND1,India,Bioplastics,Electrical/electronics,0.001501542,0.003064
1364,"IND1ABS, ASA, SANElectrical/electronics",IND1,India,"ABS, ASA, SAN",Electrical/electronics,0.080198592,0.162783
1366,IND1OtherTransportation - other,IND1,India,Other,Transportation - other,0.703242015,2.092902
1367,"IND1LDPE, LLDPETransportation - other",IND1,India,"LDPE, LLDPE",Transportation - other,0.012755343,0.038008
1368,IND1HDPETransportation - other,IND1,India,HDPE,Transportation - other,0.057745224,0.172982
1369,IND1PPTransportation - other,IND1,India,PP,Transportation - other,0.264551656,0.779964
1370,IND1PVCTransportation - other,IND1,India,PVC,Transportation - other,0.036811739,0.107281
1371,IND1PURTransportation - other,IND1,India,PUR,Transportation - other,0.084699609,0.251878
1372,IND1FibresTransportation - other,IND1,India,Fibres,Transportation - other,0.15056198,0.447739
1373,IND1BioplasticsTransportation - other,IND1,India,Bioplastics,Transportation - other,0.004089058,0.012225
1374,"IND1ABS, ASA, SANTransportation - other",IND1,India,"ABS, ASA, SAN",Transportation - other,0.036983008,0.109979
1376,IND1Marine coatingsMarine coatings,IND1,India,Marine coatings,Marine coatings,0.036657722,0.058965
1378,"IND1LDPE, LLDPEIndustrial/machinery",IND1,India,"LDPE, LLDPE",Industrial/machinery,0.000175243,0.000365
1379,IND1HDPEIndustrial/machinery,IND1,India,HDPE,Industrial/machinery,0.000164482,0.000385
1380,IND1PPIndustrial/machinery,IND1,India,PP,Industrial/machinery,0.000240447,0.000466
1381,IND1PURIndustrial/machinery,IND1,India,PUR,Industrial/machinery,8.6582e-05,5e-06
1383,IND1HDPEPersonal care products,IND1,India,HDPE,Personal care products,0.004807577,0.004838
1384,IND1PPPersonal care products,IND1,India,PP,Personal care products,0.000124081,0.000125
1386,IND1FibresTextile sector - clothing,IND1,India,Fibres,Textile sector - clothing,3.375998966,4.784245
1387,IND1BioplasticsTextile sector - clothing,IND1,India,Bioplastics,Textile sector - clothing,0.030887659,0.043555
1389,IND1FibresTextile sector - others,IND1,India,Fibres,Textile sector - others,0.73787773,1.052462
1391,IND1Road marking coatingsRoad marking,IND1,India,Road marking coatings,Road marking,0.033475506,0.045302
1393,IND1Elastomers (tyres)Transportation - tyres,IND1,India,Elastomers (tyres),Transportation - tyres,0.199957619,0.553813
