"LOCATION","Location","PLASTICS_APPLICATIONS","Plastics applications","PLASTICS_POLYMER","Plastics polymer","Value","Flag Codes","Flags"
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.023322,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",0.07368,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",0.03752,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",0.042957,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",0.247126,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.036178,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.000657,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.001938,,
"EU5","Other EU","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",0.531269,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.040166,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.011011,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.003501,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.025811,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.012019,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.010327,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.006357,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.000335,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.017799,,
"EU5","Other EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.127328,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",0.474801,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.008542,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.038802,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.177072,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.024355,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.057183,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.101648,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.002775,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.024968,,
"EU5","Other EU","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",0.910146,,
"EU5","Other EU","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.005363,,
"EU5","Other EU","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.005363,,
"EU5","Other EU","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.000334,,
"EU5","Other EU","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.000416,,
"EU5","Other EU","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.000385,,
"EU5","Other EU","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.00114,,
"EU5","Other EU","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.000145,,
"EU5","Other EU","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000004,,
"EU5","Other EU","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.000149,,
"EU5","Other EU","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",0.202315,,
"EU5","Other EU","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.001827,,
"EU5","Other EU","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",0.204142,,
"EU5","Other EU","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.097098,,
"EU5","Other EU","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.097098,,
"EU5","Other EU","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.004471,,
"EU5","Other EU","ROAD_MARKING","Road marking","TOTAL","Total",0.004471,,
"EU5","Other EU","TRANSPORTATION_-_TYRES","Transportation - tyres","ELASTOMERS_TYRES","Elastomers (tyres)",0.104401,,
"EU5","Other EU","TRANSPORTATION_-_TYRES","Transportation - tyres","TOTAL","Total",0.104401,,
"EU5","Other EU","TOTAL","Total","OTHER","Other",0.77154,,
"EU5","Other EU","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.005363,,
"EU5","Other EU","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",0.292837,,
"EU5","Other EU","TOTAL","Total","HDPE","HDPE",0.337802,,
"EU5","Other EU","TOTAL","Total","PP","PP",0.521097,,
"EU5","Other EU","TOTAL","Total","PS","PS",0.126358,,
"EU5","Other EU","TOTAL","Total","PVC","PVC",0.347423,,
"EU5","Other EU","TOTAL","Total","PET","PET",0.129876,,
"EU5","Other EU","TOTAL","Total","PUR","PUR",0.139781,,
"EU5","Other EU","TOTAL","Total","FIBERS","Fibres",0.454994,,
"EU5","Other EU","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.004471,,
"EU5","Other EU","TOTAL","Total","ELASTOMERS_TYRES","Elastomers (tyres)",0.104401,,
"EU5","Other EU","TOTAL","Total","BIOPLASTICS","Bioplastics",0.014783,,
"EU5","Other EU","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",0.071725,,
"EU5","Other EU","TOTAL","Total","TOTAL","Total",3.322454,,
"RAN","Other Eurasia","OTHER","Other","OTHER","Other",1.060219,,
"RAN","Other Eurasia","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.170508,,
"RAN","Other Eurasia","OTHER","Other","HDPE","HDPE",0.129845,,
"RAN","Other Eurasia","OTHER","Other","PS","PS",0.06236,,
"RAN","Other Eurasia","OTHER","Other","PVC","PVC",0.208613,,
"RAN","Other Eurasia","OTHER","Other","PUR","PUR",0.184561,,
"RAN","Other Eurasia","OTHER","Other","FIBERS","Fibres",0.36649,,
"RAN","Other Eurasia","OTHER","Other","BIOPLASTICS","Bioplastics",0.008503,,
"RAN","Other Eurasia","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.025336,,
"RAN","Other Eurasia","OTHER","Other","TOTAL","Total",2.216435,,
"RAN","Other Eurasia","PACKAGING","Packaging","OTHER","Other",0.062939,,
"RAN","Other Eurasia","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",1.366382,,
"RAN","Other Eurasia","PACKAGING","Packaging","HDPE","HDPE",1.19328,,
"RAN","Other Eurasia","PACKAGING","Packaging","PP","PP",1.420329,,
"RAN","Other Eurasia","PACKAGING","Packaging","PS","PS",0.241844,,
"RAN","Other Eurasia","PACKAGING","Packaging","PVC","PVC",0.147267,,
"RAN","Other Eurasia","PACKAGING","Packaging","PET","PET",0.918934,,
"RAN","Other Eurasia","PACKAGING","Packaging","PUR","PUR",0.013648,,
"RAN","Other Eurasia","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.052143,,
"RAN","Other Eurasia","PACKAGING","Packaging","TOTAL","Total",5.416766,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.153474,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",0.291756,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.194857,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",0.625174,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.19289,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.091802,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.081763,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.006277,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.155284,,
"RAN","Other Eurasia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",1.793276,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",0.537128,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.174615,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",0.538857,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",0.283289,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",0.339889,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",1.893865,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.287393,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.005219,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.015407,,
"RAN","Other Eurasia","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",4.075663,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.130911,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.035881,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.011365,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.083935,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.039175,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.033561,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.02072,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.001092,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.058014,,
"RAN","Other Eurasia","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.414652,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",2.451377,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.044144,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.200636,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.914152,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.125738,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.295212,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.524769,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.014328,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.128901,,
"RAN","Other Eurasia","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",4.699257,,
"RAN","Other Eurasia","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.022052,,
"RAN","Other Eurasia","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.022052,,
"RAN","Other Eurasia","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.000356,,
"RAN","Other Eurasia","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.00045,,
"RAN","Other Eurasia","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.000413,,
"RAN","Other Eurasia","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.001224,,
"RAN","Other Eurasia","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.000714,,
"RAN","Other Eurasia","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000018,,
"RAN","Other Eurasia","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.000732,,
"RAN","Other Eurasia","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",1.059433,,
"RAN","Other Eurasia","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.009727,,
"RAN","Other Eurasia","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",1.06916,,
"RAN","Other Eurasia","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.507258,,
"RAN","Other Eurasia","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.507258,,
"RAN","Other Eurasia","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.034167,,
"RAN","Other Eurasia","ROAD_MARKING","Road marking","TOTAL","Total",0.034167,,
"RAN","Other Eurasia","TRANSPORTATION_-_TYRES","Transportation - tyres","ELASTOMERS_TYRES","Elastomers (tyres)",0.703199,,
"RAN","Other Eurasia","TRANSPORTATION_-_TYRES","Transportation - tyres","TOTAL","Total",0.703199,,
"RAN","Other Eurasia","TOTAL","Total","OTHER","Other",4.396047,,
"RAN","Other Eurasia","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.022052,,
"RAN","Other Eurasia","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",2.083643,,
"RAN","Other Eurasia","TOTAL","Total","HDPE","HDPE",2.270004,,
"RAN","Other Eurasia","TOTAL","Total","PP","PP",3.32731,,
"RAN","Other Eurasia","TOTAL","Total","PS","PS",0.876158,,
"RAN","Other Eurasia","TOTAL","Total","PVC","PVC",2.500845,,
"RAN","Other Eurasia","TOTAL","Total","PET","PET",0.918934,,
"RAN","Other Eurasia","TOTAL","Total","PUR","PUR",0.883302,,
"RAN","Other Eurasia","TOTAL","Total","FIBERS","Fibres",2.45795,,
"RAN","Other Eurasia","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.034167,,
"RAN","Other Eurasia","TOTAL","Total","ELASTOMERS_TYRES","Elastomers (tyres)",0.703199,,
"RAN","Other Eurasia","TOTAL","Total","BIOPLASTICS","Bioplastics",0.09729,,
"RAN","Other Eurasia","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",0.382941,,
"RAN","Other Eurasia","TOTAL","Total","TOTAL","Total",20.953841,,
"MEN","Middle East & North Africa","OTHER","Other","OTHER","Other",1.426892,,
"MEN","Middle East & North Africa","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.21696,,
"MEN","Middle East & North Africa","OTHER","Other","HDPE","HDPE",0.159493,,
"MEN","Middle East & North Africa","OTHER","Other","PS","PS",0.084821,,
"MEN","Middle East & North Africa","OTHER","Other","PVC","PVC",0.276722,,
"MEN","Middle East & North Africa","OTHER","Other","PUR","PUR",0.243863,,
"MEN","Middle East & North Africa","OTHER","Other","FIBERS","Fibres",0.509034,,
"MEN","Middle East & North Africa","OTHER","Other","BIOPLASTICS","Bioplastics",0.011489,,
"MEN","Middle East & North Africa","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.034549,,
"MEN","Middle East & North Africa","OTHER","Other","TOTAL","Total",2.963822,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","OTHER","Other",0.084839,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",1.827823,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","HDPE","HDPE",1.468095,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","PP","PP",1.832678,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","PS","PS",0.31822,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","PVC","PVC",0.193886,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","PET","PET",1.165578,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","PUR","PUR",0.017969,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.068649,,
"MEN","Middle East & North Africa","PACKAGING","Packaging","TOTAL","Total",6.977737,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.183589,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",0.348012,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.22821,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",0.741229,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.230739,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.109841,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.097811,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.00751,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.185796,,
"MEN","Middle East & North Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",2.132736,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",0.506342,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.166292,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",0.51593,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",0.269457,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",0.320391,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",1.795908,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.270719,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.004916,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.014511,,
"MEN","Middle East & North Africa","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",3.864466,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.178245,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.048584,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.015209,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.113499,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.053339,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.045705,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.028224,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.001487,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.079025,,
"MEN","Middle East & North Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.563317,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",1.231632,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.022145,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.100504,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.459349,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.063182,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.14834,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.263689,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.0072,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.064771,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",2.36081,,
"MEN","Middle East & North Africa","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.028988,,
"MEN","Middle East & North Africa","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.028988,,
"MEN","Middle East & North Africa","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.000299,,
"MEN","Middle East & North Africa","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.000379,,
"MEN","Middle East & North Africa","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.000351,,
"MEN","Middle East & North Africa","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.001033,,
"MEN","Middle East & North Africa","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",1.126851,,
"MEN","Middle East & North Africa","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.010233,,
"MEN","Middle East & North Africa","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",1.137084,,
"MEN","Middle East & North Africa","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.715079,,
"MEN","Middle East & North Africa","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.715079,,
"MEN","Middle East & North Africa","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.043455,,
"MEN","Middle East & North Africa","ROAD_MARKING","Road marking","TOTAL","Total",0.043455,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_TYRES","Transportation - tyres","ELASTOMERS_TYRES","Elastomers (tyres)",0.381886,,
"MEN","Middle East & North Africa","TRANSPORTATION_-_TYRES","Transportation - tyres","TOTAL","Total",0.381886,,
"MEN","Middle East & North Africa","TOTAL","Total","OTHER","Other",3.611538,,
"MEN","Middle East & North Africa","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.028988,,
"MEN","Middle East & North Africa","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",2.630115,,
"MEN","Middle East & North Africa","TOTAL","Total","HDPE","HDPE",2.487819,,
"MEN","Middle East & North Africa","TOTAL","Total","PP","PP",3.416563,,
"MEN","Middle East & North Africa","TOTAL","Total","PS","PS",1.007509,,
"MEN","Middle East & North Africa","TOTAL","Total","PVC","PVC",2.485244,,
"MEN","Middle East & North Africa","TOTAL","Total","PET","PET",1.165578,,
"MEN","Middle East & North Africa","TOTAL","Total","PUR","PUR",0.80693,,
"MEN","Middle East & North Africa","TOTAL","Total","FIBERS","Fibres",2.614654,,
"MEN","Middle East & North Africa","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.043455,,
"MEN","Middle East & North Africa","TOTAL","Total","ELASTOMERS_TYRES","Elastomers (tyres)",0.381886,,
"MEN","Middle East & North Africa","TOTAL","Total","BIOPLASTICS","Bioplastics",0.111484,,
"MEN","Middle East & North Africa","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",0.378652,,
"MEN","Middle East & North Africa","TOTAL","Total","TOTAL","Total",21.170414,,
"OAF","Other Africa","OTHER","Other","OTHER","Other",1.780374,,
"OAF","Other Africa","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.27506,,
"OAF","Other Africa","OTHER","Other","HDPE","HDPE",0.208731,,
"OAF","Other Africa","OTHER","Other","PS","PS",0.106738,,
"OAF","Other Africa","OTHER","Other","PVC","PVC",0.349708,,
"OAF","Other Africa","OTHER","Other","PUR","PUR",0.296135,,
"OAF","Other Africa","OTHER","Other","FIBERS","Fibres",0.619723,,
"OAF","Other Africa","OTHER","Other","BIOPLASTICS","Bioplastics",0.014264,,
"OAF","Other Africa","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.041699,,
"OAF","Other Africa","OTHER","Other","TOTAL","Total",3.692433,,
"OAF","Other Africa","PACKAGING","Packaging","OTHER","Other",0.093263,,
"OAF","Other Africa","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",2.004919,,
"OAF","Other Africa","PACKAGING","Packaging","HDPE","HDPE",1.696999,,
"OAF","Other Africa","PACKAGING","Packaging","PP","PP",2.134786,,
"OAF","Other Africa","PACKAGING","Packaging","PS","PS",0.367937,,
"OAF","Other Africa","PACKAGING","Packaging","PVC","PVC",0.224179,,
"OAF","Other Africa","PACKAGING","Packaging","PET","PET",1.330124,,
"OAF","Other Africa","PACKAGING","Packaging","PUR","PUR",0.020776,,
"OAF","Other Africa","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.079375,,
"OAF","Other Africa","PACKAGING","Packaging","TOTAL","Total",7.952359,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.216142,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",0.40958,,
